trial,exp,algorithm,corpus_size,noise_label,noise_min,noise_max,noise_range_pct,top_k,query,recall_at_k,ndcg_at_k,score_entropy,score_variance,enc_total_us
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,0.9997,1.973,0.001711,13005
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Low Carb Diets Found to Feed Heart Disease,0.9,0.9378,2.0253,0.000366,11276
2,I,Combined,2000,70%,0.3,1.7,70.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,2.164,0.000335,12464
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Testing Turmeric on Smokers,0.8,0.8821,1.6434,0.001507,11242
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Alkylphenol Endocrine Disruptors and Allergies,0.9,0.9485,1.6094,0.003,10734
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Slowing Cognitive Decline with Berries,0.9,0.946,2.0253,0.001888,10452
2,I,Combined,2000,70%,0.3,1.7,70.0,10,What is ‘Meat Glue’?,0.8,0.8878,1.973,0.000693,10970
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Is Liquid Smoke Safe?,1.0,0.9981,2.0253,0.000926,10122
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,0.9,0.9411,1.6434,0.001662,11493
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,0.9996,1.6094,0.001502,11980
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.8344,0.001441,10613
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Orange Aromatherapy for Anxiety,0.9,0.9552,2.164,0.002864,11073
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,0.9,0.9404,1.6094,0.001903,12254
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,0.9997,2.0253,0.000272,11708
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,0.9999,1.7481,0.002338,11780
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Viral Food Poisoning from Pesticides?,0.9,0.944,1.8344,0.000886,12501
2,I,Combined,2000,70%,0.3,1.7,70.0,10,The Reversal on Fish Oil,1.0,0.9996,1.6957,0.000532,11544
2,I,Combined,2000,70%,0.3,1.7,70.0,10,Are Multivitamins Just a Waste of Money?,0.9,0.9509,2.0253,0.001896,9956
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,1.8344,0.004069,25099
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,2.164,0.002316,15841
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Treating Asthma With Plants vs. Pills,1.0,1.0,2.164,0.001216,16268
3,I,Combined,2000,0%,1.0,1.0,0.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,2.164,0.002132,13500
3,I,Combined,2000,0%,1.0,1.0,0.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,2.164,0.00206,13159
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,1.0,1.8344,0.003823,12775
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,1.3592,0.016474,12087
3,I,Combined,2000,0%,1.0,1.0,0.0,10,How Contaminated Are Our Children?,1.0,1.0,2.164,0.000835,13993
3,I,Combined,2000,0%,1.0,1.0,0.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,1.0,1.6094,0.003719,12855
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,1.0,1.6957,0.000962,12580
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,1.8867,0.000577,12400
3,I,Combined,2000,0%,1.0,1.0,0.0,10,How Phytates Fight Cancer Cells,1.0,1.0,1.973,0.000639,13824
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,2.0253,0.002959,13137
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,1.7481,0.000898,11984
3,I,Combined,2000,0%,1.0,1.0,0.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,1.973,0.001008,11782
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Testing Turmeric on Smokers,1.0,1.0,1.8344,0.003293,12495
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,1.7481,0.008319,12058
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,2.164,0.003699,13453
3,I,Combined,2000,0%,1.0,1.0,0.0,10,What is ‘Meat Glue’?,1.0,1.0,1.973,0.001719,12142
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Is Liquid Smoke Safe?,1.0,1.0,2.0253,0.00267,12319
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,1.6957,0.004042,13048
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,1.0,1.8867,0.003082,13562
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.8867,0.003951,12776
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,2.164,0.007904,12779
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,1.6434,0.004573,12773
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,1.7481,0.000667,12913
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,2.164,0.005096,11142
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,2.0253,0.002243,11691
3,I,Combined,2000,0%,1.0,1.0,0.0,10,The Reversal on Fish Oil,1.0,1.0,1.8867,0.001774,14708
3,I,Combined,2000,0%,1.0,1.0,0.0,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,2.0253,0.004805,13124
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,1.8344,0.00408,24167
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,2.164,0.002316,18597
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Treating Asthma With Plants vs. Pills,1.0,1.0,1.973,0.001221,15292
3,I,Combined,2000,1%,0.99,1.01,1.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,2.164,0.002136,13477
3,I,Combined,2000,1%,0.99,1.01,1.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,2.164,0.002063,13371
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,1.0,1.8344,0.003832,13487
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,1.3592,0.016466,12713
3,I,Combined,2000,1%,0.99,1.01,1.0,10,How Contaminated Are Our Children?,1.0,1.0,2.164,0.000838,13926
3,I,Combined,2000,1%,0.99,1.01,1.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,1.0,1.6094,0.00371,13056
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.9,0.9416,1.6957,0.000956,12786
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,2.164,0.000581,11938
3,I,Combined,2000,1%,0.99,1.01,1.0,10,How Phytates Fight Cancer Cells,1.0,1.0,1.973,0.000634,12052
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,2.0253,0.002973,12307
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,1.7481,0.000899,12994
3,I,Combined,2000,1%,0.99,1.01,1.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,1.973,0.001005,12124
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Testing Turmeric on Smokers,1.0,1.0,1.8344,0.003294,11509
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,1.7481,0.008342,10960
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,2.164,0.003683,12364
3,I,Combined,2000,1%,0.99,1.01,1.0,10,What is ‘Meat Glue’?,1.0,1.0,1.973,0.00172,13207
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Is Liquid Smoke Safe?,1.0,1.0,2.0253,0.002664,12344
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,1.6957,0.004036,12601
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,1.0,1.8867,0.003084,11289
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.8867,0.003946,15064
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,2.0253,0.007904,12760
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,1.6434,0.004575,11458
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,1.973,0.000668,10611
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,2.164,0.005105,11774
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,2.0253,0.002236,12049
3,I,Combined,2000,1%,0.99,1.01,1.0,10,The Reversal on Fish Oil,1.0,1.0,1.8867,0.001773,12616
3,I,Combined,2000,1%,0.99,1.01,1.0,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,2.0253,0.004815,12780
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,2.0253,0.004087,24574
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,2.164,0.00232,17075
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Treating Asthma With Plants vs. Pills,1.0,1.0,2.164,0.001193,15655
3,I,Combined,2000,10%,0.9,1.1,10.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.973,0.002044,13507
3,I,Combined,2000,10%,0.9,1.1,10.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,0.9998,2.0253,0.001965,14812
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Our Tax Dollars Subsidize Unhealthy Foods,0.9,0.9458,1.8344,0.003713,12782
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,1.3592,0.016429,11791
3,I,Combined,2000,10%,0.9,1.1,10.0,10,How Contaminated Are Our Children?,1.0,1.0,2.0253,0.000828,13645
3,I,Combined,2000,10%,0.9,1.1,10.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,1.0,1.6094,0.003698,12397
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,0.9999,1.6094,0.000887,12103
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,1.8867,0.000562,11940
3,I,Combined,2000,10%,0.9,1.1,10.0,10,How Phytates Fight Cancer Cells,1.0,0.9999,1.8344,0.000652,12185
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,2.3026,0.002984,10697
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,1.6094,0.000838,12756
3,I,Combined,2000,10%,0.9,1.1,10.0,10,How Curry Can Kill Cancer Cells,1.0,0.9999,1.8344,0.000936,12496
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Testing Turmeric on Smokers,1.0,1.0,1.8344,0.003393,11655
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,0.9999,1.7481,0.008229,12858
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,2.164,0.003687,12901
3,I,Combined,2000,10%,0.9,1.1,10.0,10,What is ‘Meat Glue’?,1.0,1.0,1.973,0.00171,11659
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Is Liquid Smoke Safe?,0.9,0.9481,2.164,0.002669,13261
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,1.6957,0.004027,11909
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,1.0,1.7481,0.003033,12411
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.6957,0.003835,11811
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,2.0253,0.00795,12118
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,1.6094,0.004744,12821
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,1.973,0.000658,12753
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,2.164,0.005169,12737
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,1.8867,0.002231,11608
3,I,Combined,2000,10%,0.9,1.1,10.0,10,The Reversal on Fish Oil,1.0,1.0,1.7481,0.001713,10685
3,I,Combined,2000,10%,0.9,1.1,10.0,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,2.0253,0.004717,10903
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,0.9996,1.973,0.00335,22985
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Using Diet to Treat Asthma and Eczema,1.0,0.9999,2.0253,0.001977,17928
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Treating Asthma With Plants vs. Pills,1.0,0.9999,2.0253,0.001121,14771
3,I,Combined,2000,30%,0.7,1.3,30.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.7481,0.001744,14081
3,I,Combined,2000,30%,0.7,1.3,30.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,2.0253,0.001722,13391
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Our Tax Dollars Subsidize Unhealthy Foods,0.8,0.8862,1.8344,0.003757,12267
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Reducing Arsenic in Chicken and Rice,1.0,0.9999,1.4708,0.0147,11609
3,I,Combined,2000,30%,0.7,1.3,30.0,10,How Contaminated Are Our Children?,1.0,1.0,2.0253,0.00075,11033
3,I,Combined,2000,30%,0.7,1.3,30.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,0.9999,1.3592,0.003315,12201
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.9,0.9409,2.0253,0.000841,12819
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,0.9998,2.0253,0.000537,12693
3,I,Combined,2000,30%,0.7,1.3,30.0,10,How Phytates Fight Cancer Cells,0.9,0.9406,2.0253,0.000496,12706
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,0.9997,2.3026,0.002433,12237
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,0.9999,1.8344,0.000824,12032
3,I,Combined,2000,30%,0.7,1.3,30.0,10,How Curry Can Kill Cancer Cells,1.0,0.9999,1.973,0.000907,11272
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Testing Turmeric on Smokers,1.0,1.0,1.8344,0.002779,11971
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Alkylphenol Endocrine Disruptors and Allergies,0.9,0.9507,1.8867,0.006963,13861
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Slowing Cognitive Decline with Berries,1.0,0.9987,2.0253,0.002805,12471
3,I,Combined,2000,30%,0.7,1.3,30.0,10,What is ‘Meat Glue’?,1.0,0.9998,2.0253,0.001494,11572
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Is Liquid Smoke Safe?,0.9,0.9481,1.8344,0.002328,13449
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,0.9,0.9442,1.4185,0.003891,13187
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Does Antioxidant Intake Matter for Cancer?,0.9,0.9413,1.8344,0.00276,12917
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.6434,0.003793,11951
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Orange Aromatherapy for Anxiety,0.9,0.9552,2.164,0.006758,11235
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,0.9999,1.6094,0.004148,12077
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Meat Industry Wins Right to Sell Tainted Meat,0.9,0.9411,1.973,0.000646,13148
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,2.164,0.00465,13309
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Viral Food Poisoning from Pesticides?,1.0,0.9999,1.6094,0.002075,13668
3,I,Combined,2000,30%,0.7,1.3,30.0,10,The Reversal on Fish Oil,1.0,1.0,1.8344,0.001475,11866
3,I,Combined,2000,30%,0.7,1.3,30.0,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,2.164,0.004005,11458
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,1.8867,0.002402,23743
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Using Diet to Treat Asthma and Eczema,0.9,0.9438,2.0253,0.00193,16934
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Treating Asthma With Plants vs. Pills,0.9,0.9428,1.8867,0.000928,15594
3,I,Combined,2000,50%,0.5,1.5,50.0,10,How Fruits and Vegetables Can Treat Asthma,0.9,0.9435,2.164,0.001795,13755
3,I,Combined,2000,50%,0.5,1.5,50.0,10,How Fruits and Vegetables Can Prevent Asthma,0.9,0.9433,2.0253,0.001809,13038
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Our Tax Dollars Subsidize Unhealthy Foods,0.9,0.9373,1.7481,0.002653,12678
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Reducing Arsenic in Chicken and Rice,0.9,0.951,1.4708,0.011335,11620
3,I,Combined,2000,50%,0.5,1.5,50.0,10,How Contaminated Are Our Children?,0.9,0.9402,2.0253,0.000446,11430
3,I,Combined,2000,50%,0.5,1.5,50.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",0.9,0.9454,1.6094,0.002383,13149
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.8,0.8793,2.0253,0.000735,12424
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,0.9996,2.164,0.000493,13309
3,I,Combined,2000,50%,0.5,1.5,50.0,10,How Phytates Fight Cancer Cells,1.0,0.9999,1.8867,0.000432,12526
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,2.0253,0.002623,12074
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Low Carb Diets Found to Feed Heart Disease,0.9,0.9404,1.973,0.00065,12088
3,I,Combined,2000,50%,0.5,1.5,50.0,10,How Curry Can Kill Cancer Cells,1.0,0.9999,1.6957,0.000791,12916
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Testing Turmeric on Smokers,1.0,0.9992,1.6434,0.002465,12083
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Alkylphenol Endocrine Disruptors and Allergies,0.9,0.9507,1.7481,0.006367,12643
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Slowing Cognitive Decline with Berries,1.0,0.9994,2.0253,0.00278,10915
3,I,Combined,2000,50%,0.5,1.5,50.0,10,What is ‘Meat Glue’?,0.9,0.9461,1.4708,0.001291,11864
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Is Liquid Smoke Safe?,1.0,0.9996,1.8867,0.00225,11805
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,0.9,0.9416,1.8344,0.003259,13503
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Does Antioxidant Intake Matter for Cancer?,0.9,0.9412,2.0253,0.002224,11958
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,2.0253,0.003253,13157
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,2.164,0.005858,13457
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,0.9998,1.6434,0.003782,13446
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Meat Industry Wins Right to Sell Tainted Meat,0.9,0.939,1.7481,0.000413,11706
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,0.9999,1.8867,0.002992,12070
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Viral Food Poisoning from Pesticides?,1.0,0.9998,1.6434,0.001778,13368
3,I,Combined,2000,50%,0.5,1.5,50.0,10,The Reversal on Fish Oil,1.0,0.9995,1.6094,0.001034,12426
3,I,Combined,2000,50%,0.5,1.5,50.0,10,Are Multivitamins Just a Waste of Money?,1.0,0.9998,2.164,0.003877,10633
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,0.9998,1.8867,0.002146,23296
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Using Diet to Treat Asthma and Eczema,0.9,0.9438,1.8344,0.001334,17924
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Treating Asthma With Plants vs. Pills,0.9,0.9446,1.8344,0.00059,16711
3,I,Combined,2000,70%,0.3,1.7,70.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.8867,0.001305,12914
3,I,Combined,2000,70%,0.3,1.7,70.0,10,How Fruits and Vegetables Can Prevent Asthma,0.9,0.9411,1.973,0.001125,14364
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Our Tax Dollars Subsidize Unhealthy Foods,0.8,0.8818,1.8344,0.00178,12698
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Reducing Arsenic in Chicken and Rice,1.0,0.9998,1.6094,0.008138,12703
3,I,Combined,2000,70%,0.3,1.7,70.0,10,How Contaminated Are Our Children?,0.9,0.9374,2.0253,0.000312,11673
3,I,Combined,2000,70%,0.3,1.7,70.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",0.8,0.884,1.6094,0.001644,12340
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.7,0.8052,2.0253,0.00035,11883
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,0.9995,2.0253,0.000508,12622
3,I,Combined,2000,70%,0.3,1.7,70.0,10,How Phytates Fight Cancer Cells,0.9,0.9392,1.6957,0.000315,10288
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,0.9,0.9426,1.973,0.001771,13170
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Low Carb Diets Found to Feed Heart Disease,0.8,0.8651,1.8344,0.000481,11709
3,I,Combined,2000,70%,0.3,1.7,70.0,10,How Curry Can Kill Cancer Cells,0.9,0.9418,1.8344,0.00067,11696
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Testing Turmeric on Smokers,0.9,0.9442,1.6434,0.001271,11023
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Alkylphenol Endocrine Disruptors and Allergies,0.9,0.9479,1.5048,0.004284,11815
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Slowing Cognitive Decline with Berries,1.0,0.9997,2.0253,0.001866,12081
3,I,Combined,2000,70%,0.3,1.7,70.0,10,What is ‘Meat Glue’?,0.8,0.8844,1.4708,0.000874,12202
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Is Liquid Smoke Safe?,0.9,0.9456,2.0253,0.001108,11180
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,0.9,0.9439,1.6094,0.002519,12154
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Does Antioxidant Intake Matter for Cancer?,0.8,0.8526,1.6094,0.001511,11699
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Is buying organic worth it? A review of the science in new DVD,0.9,0.9488,1.6957,0.002261,12873
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Orange Aromatherapy for Anxiety,0.9,0.9559,1.8867,0.003903,10299
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,0.9998,1.6957,0.002383,11981
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Meat Industry Wins Right to Sell Tainted Meat,0.8,0.874,2.164,0.000236,11707
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,0.9,0.9478,2.164,0.002709,11318
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Viral Food Poisoning from Pesticides?,1.0,0.9995,1.7481,0.00134,11275
3,I,Combined,2000,70%,0.3,1.7,70.0,10,The Reversal on Fish Oil,1.0,0.9996,2.0253,0.001122,12484
3,I,Combined,2000,70%,0.3,1.7,70.0,10,Are Multivitamins Just a Waste of Money?,1.0,0.9996,2.0253,0.001836,10707
