trial,exp,algorithm,ds_quality,noise_label,noise_min,noise_max,noise_range_pct,top_k,query,recall_at_k,ndcg_at_k,score_entropy,score_variance,enc_total_us
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004911,15892
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007644,16371
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.00946,16810
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008741,16190
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004843,15541
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006406,15373
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,What causes chronic pain?,1.0,1.0,1.973,0.000479,15446
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,Describe COPD management,1.0,1.0,2.0253,0.020835,15462
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,What are signs of liver disease?,1.0,1.0,1.8867,0.000719,15810
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.007902,16088
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008766,17693
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.012626,16853
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,What medications are used for HIV/AIDS?,1.0,1.0,2.164,0.006166,15990
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.008527,15742
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.6957,0.000446,15521
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8867,0.008082,16007
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011342,15634
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is bipolar disorder managed?,1.0,1.0,2.0253,0.009576,16173
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014655,15980
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012902,15726
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,What are risk factors for cancer?,1.0,1.0,2.0253,0.000537,16419
10,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.010756,15761
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.8344,0.005534,31845
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is hypertension treated?,1.0,1.0,2.164,0.008001,21378
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What causes heart failure?,1.0,1.0,2.164,0.001569,18859
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,Describe the symptoms of lupus,1.0,1.0,1.973,0.007986,16636
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What medications treat depression?,1.0,1.0,1.8867,0.005813,16583
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,How does Alzheimer's disease progress?,1.0,1.0,1.8867,0.007887,19219
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are risk factors for stroke?,0.9,0.946,1.4979,0.007477,16531
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005157,16106
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are signs of kidney disease?,1.0,1.0,1.8344,0.005005,17397
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007649,17030
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009321,16207
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008706,16101
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are symptoms of anemia?,1.0,1.0,1.8867,0.004806,15303
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006435,15662
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What causes chronic pain?,0.9,0.9406,1.973,0.000475,15552
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,Describe COPD management,1.0,1.0,2.0253,0.02084,18586
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are signs of liver disease?,1.0,1.0,1.8867,0.000724,16549
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is epilepsy treated?,1.0,1.0,1.8867,0.007857,15586
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008682,15631
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.164,0.012658,15380
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What medications are used for HIV/AIDS?,1.0,1.0,2.164,0.006244,15104
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.008642,15988
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What causes inflammatory bowel disease?,1.0,1.0,2.164,0.000438,15966
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8344,0.008136,15337
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011359,15071
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is bipolar disorder managed?,1.0,1.0,1.8867,0.009614,15118
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014675,16002
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012932,16037
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are risk factors for cancer?,1.0,1.0,1.973,0.000518,17979
10,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is ALS diagnosed?,1.0,1.0,1.6957,0.010551,16825
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.8344,0.005505,31859
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is hypertension treated?,0.9,0.9513,2.164,0.007843,22364
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What causes heart failure?,1.0,1.0,1.8867,0.001554,18819
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.007656,16868
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005671,15813
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.007949,16648
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are risk factors for stroke?,1.0,1.0,1.3592,0.007643,15450
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is asthma managed long-term?,1.0,1.0,1.8344,0.00502,15562
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are signs of kidney disease?,1.0,1.0,1.8344,0.004911,16144
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007449,16696
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009521,16206
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008792,15871
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004811,15695
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006453,15117
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What causes chronic pain?,0.9,0.938,1.7481,0.00046,15552
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,Describe COPD management,1.0,1.0,1.8867,0.020258,14875
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are signs of liver disease?,1.0,1.0,2.0253,0.000687,15285
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.007882,16987
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What causes osteoporosis?,0.9,0.9556,2.0253,0.00882,18982
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,Describe symptoms of anxiety disorder,0.9,0.9528,2.0253,0.012438,13790
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What medications are used for HIV/AIDS?,1.0,1.0,2.0253,0.006412,13268
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is pneumonia diagnosed?,1.0,1.0,1.973,0.008322,15829
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What causes inflammatory bowel disease?,1.0,1.0,2.164,0.000427,16254
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8344,0.007956,15772
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011171,15362
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is bipolar disorder managed?,1.0,1.0,1.8867,0.00967,15665
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What causes psoriasis?,1.0,1.0,1.6957,0.014528,16180
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012461,14694
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are risk factors for cancer?,1.0,1.0,1.6094,0.000553,16368
10,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is ALS diagnosed?,1.0,0.9997,1.6957,0.01077,15109
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.6434,0.005624,30399
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is hypertension treated?,0.9,0.9513,2.164,0.007861,22169
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What causes heart failure?,1.0,1.0,2.0253,0.001564,19990
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.007894,18347
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005192,17427
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,How does Alzheimer's disease progress?,0.9,0.9521,1.6957,0.007047,16890
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are risk factors for stroke?,1.0,1.0,1.3592,0.007242,16399
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.004885,16512
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004741,16314
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,1.973,0.006959,16098
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.00871,16028
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008423,15724
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are symptoms of anemia?,1.0,1.0,2.164,0.004678,16168
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is hypothyroidism treated?,1.0,0.9999,2.0253,0.006284,15405
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What causes chronic pain?,0.9,0.9405,2.0253,0.000441,15864
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,Describe COPD management,0.9,0.9644,2.0253,0.019263,15351
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are signs of liver disease?,1.0,0.9999,1.8344,0.000567,15850
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is epilepsy treated?,1.0,1.0,1.8867,0.00737,15604
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008571,15796
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.011918,15841
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What medications are used for HIV/AIDS?,0.9,0.9519,2.0253,0.00561,15258
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is pneumonia diagnosed?,1.0,1.0,1.973,0.007717,15842
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.8344,0.000462,16110
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,Describe treatment for chronic kidney disease,1.0,1.0,2.0253,0.007509,15697
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.4979,0.010948,16571
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is bipolar disorder managed?,1.0,1.0,1.8867,0.009048,15627
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What causes psoriasis?,1.0,1.0,1.6957,0.014141,16122
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012127,15584
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are risk factors for cancer?,1.0,0.9999,1.8867,0.000526,16167
10,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.009986,15357
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are the symptoms of type 2 diabetes?,1.0,0.9998,1.8344,0.004347,30655
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is hypertension treated?,1.0,1.0,2.164,0.006941,20192
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What causes heart failure?,1.0,1.0,2.164,0.001203,17721
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.00715,16534
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What medications treat depression?,1.0,1.0,1.8867,0.005274,15910
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,How does Alzheimer's disease progress?,1.0,0.9996,1.6957,0.006722,15840
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are risk factors for stroke?,0.9,0.9459,1.0889,0.006801,15352
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is asthma managed long-term?,1.0,1.0,1.973,0.00476,16566
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are signs of kidney disease?,1.0,0.9991,1.6957,0.004449,15531
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,Describe rheumatoid arthritis treatment,1.0,0.9998,1.973,0.007029,16928
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What causes Parkinson's disease?,1.0,0.9994,2.164,0.008507,16269
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.00752,15996
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are symptoms of anemia?,1.0,1.0,1.7481,0.004389,15981
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is hypothyroidism treated?,1.0,0.9996,1.6957,0.005931,15655
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What causes chronic pain?,1.0,0.9998,1.6957,0.000427,15987
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,Describe COPD management,1.0,1.0,1.8867,0.018254,15640
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are signs of liver disease?,0.9,0.9405,2.0253,0.000786,16171
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.006175,16013
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What causes osteoporosis?,1.0,1.0,2.164,0.0073,15908
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,Describe symptoms of anxiety disorder,0.9,0.9508,2.164,0.010553,16000
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What medications are used for HIV/AIDS?,1.0,1.0,1.8344,0.005327,15043
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is pneumonia diagnosed?,0.9,0.9499,2.0253,0.007652,16152
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What causes inflammatory bowel disease?,1.0,0.9996,2.164,0.000485,15621
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,Describe treatment for chronic kidney disease,1.0,1.0,2.0253,0.007294,16158
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.009704,41672
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is bipolar disorder managed?,1.0,0.9998,1.8867,0.008841,58185
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What causes psoriasis?,1.0,1.0,1.6957,0.014201,18855
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012184,17644
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are risk factors for cancer?,1.0,0.9998,2.0253,0.000377,17790
10,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.008987,20296
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.8344,0.003475,18820
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is hypertension treated?,1.0,0.9998,1.8344,0.00593,20461
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What causes heart failure?,1.0,1.0,1.8867,0.001438,17760
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,Describe the symptoms of lupus,0.9,0.951,1.8344,0.005946,16639
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What medications treat depression?,0.9,0.9469,1.6957,0.004337,16986
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,How does Alzheimer's disease progress?,1.0,0.9968,1.6957,0.00568,17542
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are risk factors for stroke?,0.8,0.8893,1.5048,0.005524,17146
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is asthma managed long-term?,1.0,1.0,2.3026,0.003962,21746
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are signs of kidney disease?,1.0,0.9999,1.8344,0.003433,21739
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,Describe rheumatoid arthritis treatment,1.0,0.9997,1.8867,0.005444,17510
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What causes Parkinson's disease?,1.0,0.9994,2.0253,0.006921,16289
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.006763,17128
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are symptoms of anemia?,1.0,0.9999,2.0253,0.0036,16448
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is hypothyroidism treated?,1.0,1.0,1.8344,0.004373,16302
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What causes chronic pain?,0.8,0.8715,1.973,0.000305,17556
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,Describe COPD management,1.0,1.0,1.8867,0.013886,16063
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are signs of liver disease?,1.0,0.9995,1.8344,0.000511,17205
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is epilepsy treated?,0.9,0.9512,2.0253,0.006322,17615
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What causes osteoporosis?,0.9,0.9557,2.164,0.005814,16273
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,Describe symptoms of anxiety disorder,0.9,0.9518,2.0253,0.008783,15418
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What medications are used for HIV/AIDS?,1.0,1.0,1.5048,0.005011,15626
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is pneumonia diagnosed?,0.9,0.9474,2.0253,0.005386,15911
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What causes inflammatory bowel disease?,1.0,0.9975,2.0253,0.000304,17057
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,Describe treatment for chronic kidney disease,1.0,0.9999,1.7481,0.006309,16251
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are symptoms of schizophrenia?,1.0,0.9999,1.8344,0.008783,14951
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is bipolar disorder managed?,1.0,0.9999,2.0253,0.005861,15605
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.010403,16036
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,Describe sepsis treatment,0.9,0.9547,2.0253,0.009461,14648
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are risk factors for cancer?,1.0,0.9996,2.0253,0.00036,15313
10,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is ALS diagnosed?,0.8,0.9095,1.5571,0.007958,18384
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.0253,0.002252,17581
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is hypertension treated?,0.9,0.9513,1.8867,0.004122,18106
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What causes heart failure?,1.0,0.9998,1.8344,0.00097,15589
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,Describe the symptoms of lupus,1.0,0.9999,2.164,0.004004,15636
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What medications treat depression?,0.9,0.9446,1.6957,0.002529,16442
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,How does Alzheimer's disease progress?,0.9,0.954,1.973,0.0036,17125
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What are risk factors for stroke?,0.9,0.9429,1.6094,0.002704,15375
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is asthma managed long-term?,1.0,1.0,1.8867,0.003074,15077
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What are signs of kidney disease?,0.9,0.9414,1.8867,0.002547,15366
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,Describe rheumatoid arthritis treatment,0.9,0.951,2.164,0.003147,15027
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What causes Parkinson's disease?,0.9,0.9545,2.164,0.004429,17015
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is multiple sclerosis diagnosed?,1.0,0.9996,1.6957,0.003656,19256
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What are symptoms of anemia?,1.0,0.9998,1.8867,0.002328,15866
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is hypothyroidism treated?,1.0,0.9999,1.8867,0.002574,12984
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What causes chronic pain?,0.9,0.9308,2.3026,0.000153,15061
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,Describe COPD management,0.9,0.9631,2.0253,0.01026,14460
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What are signs of liver disease?,1.0,0.9985,1.4708,0.000197,14759
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is epilepsy treated?,0.9,0.9513,1.6957,0.004672,14583
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What causes osteoporosis?,0.9,0.9557,2.3026,0.003766,16507
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,Describe symptoms of anxiety disorder,0.8,0.9031,1.973,0.006605,14970
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What medications are used for HIV/AIDS?,0.9,0.9498,2.0253,0.002278,14682
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is pneumonia diagnosed?,0.8,0.8976,1.973,0.004153,15148
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What causes inflammatory bowel disease?,0.9,0.9385,2.3026,0.0002,15028
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8867,0.002919,15486
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What are symptoms of schizophrenia?,0.9,0.9484,1.8344,0.005138,15221
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is bipolar disorder managed?,0.9,0.9532,1.6957,0.004344,14659
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What causes psoriasis?,1.0,0.9978,1.8344,0.006461,15938
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.005484,14159
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,What are risk factors for cancer?,1.0,0.9958,2.164,0.000253,15319
10,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is ALS diagnosed?,1.0,0.9996,1.8344,0.004951,16135
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.0253,0.005505,20748
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,How is hypertension treated?,1.0,1.0,2.164,0.008063,18918
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,What causes heart failure?,1.0,1.0,2.0253,0.001569,16889
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.008025,16714
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005777,16461
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.007851,15868
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,What are risk factors for stroke?,1.0,1.0,1.4979,0.007439,15747
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005191,15817
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004912,16120
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007646,15912
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009459,15369
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008741,15372
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004847,15340
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006409,15215
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,What causes chronic pain?,1.0,1.0,1.973,0.000479,17585
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,Describe COPD management,1.0,1.0,2.0253,0.020794,18288
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,What are signs of liver disease?,1.0,1.0,1.8867,0.000719,15874
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.007898,15671
11,H,Combined,1.0,0%,1.0,1.0,0.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008767,16137
